title,subjects,authors,publish-date
Detecting multiple retinal diseases in ultra-widefield fundus imaging and data-driven identification of informative regions with deep learning,"['Eye diseases', 'Machine learning', 'Medical imaging']","['Justin Engelmann', 'Alice D. McTrusty', 'Ian J. C. MacCormick', 'Emma Pead', 'Amos Storkey', 'Miguel O. Bernabeu']",2022-12-08
AtomAI framework for deep learning analysis of image and spectroscopy data in electron and scanning probe microscopy,"['Characterization and analytical techniques', 'Computational methods', 'Surfaces, interfaces and thin films']","['Maxim Ziatdinov', 'Ayana Ghosh', 'Chun Yin (Tommy) Wong', 'Sergei V. Kalinin']",2022-12-08
Nation-wide mapping of tree-level aboveground carbon stocks in Rwanda,"['Climate-change ecology', 'Forest ecology']","['Maurice Mugabowindekwe', 'Martin Brandt', 'Jérôme Chave', 'Florian Reiner', 'David L. Skole', 'Ankit Kariryaa', 'Christian Igel', 'Pierre Hiernaux', 'Philippe Ciais', 'Ole Mertz', 'Xiaoye Tong', 'Sizhuo Li', 'Gaspard Rwanyiziri', 'Thaulin Dushimiyimana', 'Alain Ndoli', 'Valens Uwizeyimana', 'Jens-Peter Barnekow Lillesø', 'Fabian Gieseke', 'Compton J. Tucker', 'Sassan Saatchi', 'Rasmus Fensholt']",2022-12-22
Deep learning-based 3D OCT imaging for detection of lamina cribrosa defects in eyes with high myopia,"['Eye abnormalities', 'Image processing']","['Mako Ota-Itadani', 'Hiroyuki Takahashi', 'Zaixing Mao', 'Tae Igarashi-Yokoi', 'Takeshi Yoshida', 'Kyoko Ohno-Matsui']",2022-12-23
Precise atom manipulation through deep reinforcement learning,"['Computational science', 'Surface patterning', 'Synthesis and processing']","['I-Ju Chen', 'Markus Aapro', 'Abraham Kipnis', 'Alexander Ilin', 'Peter Liljeroth', 'Adam S. Foster']",2022-12-05
Clustering of single-cell multi-omics data with a multimodal deep learning method,"['Computational models', 'Machine learning']","['Xiang Lin', 'Tian Tian', 'Zhi Wei', 'Hakon Hakonarson']",2022-12-13
A generalizable deep learning framework for inferring fine-scale germline mutation rate maps,"['Computational models', 'Genome evolution', 'Mutation']","['Yiyuan Fang', 'Shuyi Deng', 'Cai Li']",2022-12-08
Deep transfer operator learning for partial differential equations under conditional shift,"['Applied mathematics', 'Computational science']","['Somdatta Goswami', 'Katiana Kontolati', 'Michael D. Shields', 'George Em Karniadakis']",2022-12-01
Deep learning to decompose macromolecules into independent Markovian domains,"['Computational biophysics', 'Machine learning', 'Statistical methods']","['Andreas Mardt', 'Tim Hempel', 'Cecilia Clementi', 'Frank Noé']",2022-11-19
A formal validation of a deep learning-based automated workflow for the interpretation of the echocardiogram,"['Cardiac device therapy', 'Cardiology', 'Machine learning']","['Jasper Tromp', 'David Bauer', 'Brian L. Claggett', 'Matthew Frost', 'Mathias Bøtcher Iversen', 'Narayana Prasad', 'Mark C. Petrie', 'Martin G. Larson', 'Justin A. Ezekowitz', 'Scott D. Solomon']",2022-11-09
Graph deep learning for the characterization of tumour microenvironments from spatial protein profiles in tissue specimens,"['Cancer microenvironment', 'Machine learning']","['Zhenqin Wu', 'Alexandro E. Trevino', 'Eric Wu', 'Kyle Swanson', 'Honesty J. Kim', 'H. Blaize D’Angio', 'Ryan Preska', 'Gregory W. Charville', 'Piero D. Dalerba', 'Ann Marie Egloff', 'Ravindra Uppaluri', 'Umamaheswar Duvvuri', 'Aaron T. Mayer', 'James Zou']",2022-11-10
DeepPROTACs is a deep learning-based targeted degradation predictor for PROTACs,"['Computational chemistry', 'Computational models', 'Drug discovery and development', 'Machine learning']","['Fenglei Li', 'Qiaoyu Hu', 'Xianglei Zhang', 'Renhong Sun', 'Zhuanghua Liu', 'Sanan Wu', 'Siyuan Tian', 'Xinyue Ma', 'Zhizhuo Dai', 'Xiaobao Yang', 'Shenghua Gao', 'Fang Bai']",2022-11-21
Physics-informed deep learning approach for modeling crustal deformation,"['Geophysics', 'Tectonics']","['Tomohisa Okazaki', 'Takeo Ito', 'Kazuro Hirahara', 'Naonori Ueda']",2022-11-19
AlphaPeptDeep: a modular deep learning framework to predict peptide properties for proteomics,"['Bioinformatics', 'Computational platforms and environments', 'Peptides', 'Proteomics']","['Wen-Feng Zeng', 'Xie-Xuan Zhou', 'Sander Willems', 'Constantin Ammar', 'Maria Wahle', 'Isabell Bludau', 'Eugenia Voytik', 'Maximillian T. Strauss', 'Matthias Mann']",2022-11-24
A universal graph deep learning interatomic potential for the periodic table,"['Atomistic models', 'Computational methods', 'Materials science']","['Chi Chen', 'Shyue Ping Ong']",2022-11-28
Uncertainty-informed deep learning models enable high-confidence predictions for digital histopathology,"['Cancer screening', 'Computational science', 'Lung cancer', 'Machine learning']","['James M. Dolezal', 'Andrew Srisuwananukorn', 'Dmitry Karpeyev', 'Siddhi Ramesh', 'Sara Kochanny', 'Brittany Cody', 'Aaron S. Mansfield', 'Sagar Rakshit', 'Radhika Bansal', 'Melanie C. Bois', 'Aaron O. Bungum', 'Jefree J. Schulte', 'Everett E. Vokes', 'Marina Chiara Garassino', 'Aliya N. Husain', 'Alexander T. Pearson']",2022-11-02
Deep learning classification of urinary sediment crystals with optimal parameter tuning,"['Bioinformatics', 'Machine learning', 'Urology']","['Takahiro Nagai', 'Osamu Onodera', 'Shujiro Okuda']",2022-12-07
Deep transfer learning of cancer drug responses by integrating bulk and single-cell RNA-seq data,"['Cancer genomics', 'Cancer therapy', 'Predictive markers', 'Software']","['Junyi Chen', 'Xiaoying Wang', 'Anjun Ma', 'Qi-En Wang', 'Bingqiang Liu', 'Lang Li', 'Dong Xu', 'Qin Ma']",2022-10-30
Deep learning-based image analysis predicts PD-L1 status from H&E-stained histopathology images in breast cancer,"['Breast cancer', 'Image processing', 'Machine learning', 'Predictive markers', 'Translational research']","['Gil Shamai', 'Amir Livne', 'António Polónia', 'Edmond Sabo', 'Alexandra Cretu', 'Gil Bar-Sela', 'Ron Kimmel']",2022-11-08
Causal deep learning reveals the comparative effectiveness of antihyperglycemic treatments in poorly controlled diabetes,"['Endocrinology', 'Machine learning', 'Type 2 diabetes']","['Chinmay Belthangady', 'Stefanos Giampanis', 'Ivana Jankovic', 'Will Stedden', 'Paula Alves', 'Stephanie Chong', 'Charlotte Knott', 'Beau Norgeot']",2022-11-14
Efficient neural codes naturally emerge through gradient descent learning,"['Human behaviour', 'Network models', 'Pattern vision']","['Ari S. Benjamin', 'Ling-Qi Zhang', 'Cheng Qiu', 'Alan A. Stocker', 'Konrad P. Kording']",2022-12-29
Enhanced spatio-temporal electric load forecasts using less data with active deep learning,"['Climate-change mitigation', 'Computer science', 'Energy modelling']","['Arsam Aryandoust', 'Anthony Patt', 'Stefan Pfenninger']",2022-11-15
Deep learning empowered volume delineation of whole-body organs-at-risk for accelerated radiotherapy,"['Biomedical engineering', 'Cancer', 'Machine learning', 'Translational research']","['Feng Shi', 'Weigang Hu', 'Jiaojiao Wu', 'Miaofei Han', 'Jiazhou Wang', 'Wei Zhang', 'Qing Zhou', 'Jingjie Zhou', 'Ying Wei', 'Ying Shao', 'Yanbo Chen', 'Yue Yu', 'Xiaohuan Cao', 'Yiqiang Zhan', 'Xiang Sean Zhou', 'Yaozong Gao', 'Dinggang Shen']",2022-11-02
Bayesian deep learning for error estimation in the analysis of anomalous diffusion,"['Applied mathematics', 'Statistical physics']","['Henrik Seckler', 'Ralf Metzler']",2022-11-07
Generative deep learning enables the discovery of a potent and selective RIPK1 inhibitor,"['Drug discovery and development', 'Kinases', 'Structure-based drug design', 'X-ray crystallography']","['Yueshan Li', 'Liting Zhang', 'Yifei Wang', 'Jun Zou', 'Ruicheng Yang', 'Xinling Luo', 'Chengyong Wu', 'Wei Yang', 'Chenyu Tian', 'Haixing Xu', 'Falu Wang', 'Xin Yang', 'Linli Li', 'Shengyong Yang']",2022-11-12
Evaluation of roadside air quality using deep learning models after the application of the diesel vehicle policy (Euro 6),"['Environmental impact', 'Environmental sciences']","['Hyemin Hwang', 'Sung Rak Choi', 'Jae Young Lee']",2022-12-01
Rapid protein assignments and structures from raw NMR spectra with the deep learning technique ARTINA,"['Machine learning', 'Solution-state NMR']","['Piotr Klukowski', 'Roland Riek', 'Peter Güntert']",2022-10-18
Evaluating deep learning for predicting epigenomic profiles,"['Computational models', 'Machine learning']","['Shushan Toneyan', 'Ziqi Tang', 'Peter K. Koo']",2022-12-05
Incorporating the image formation process into deep learning improves network performance,"['Fluorescence imaging', 'Machine learning']","['Yue Li', 'Yijun Su', 'Min Guo', 'Xiaofei Han', 'Jiamin Liu', 'Harshad D. Vishwasrao', 'Xuesong Li', 'Ryan Christensen', 'Titas Sengupta', 'Mark W. Moyle', 'Ivan Rey-Suarez', 'Jiji Chen', 'Arpita Upadhyaya', 'Ted B. Usdin', 'Daniel Alfonso Colón-Ramos', 'Huafeng Liu', 'Yicong Wu', 'Hari Shroff']",2022-10-31
A multi-use deep learning method for CITE-seq and single-cell RNA-seq data integration with cell surface protein prediction and imputation,"['Machine learning', 'Statistical methods']","['Justin Lakkis', 'Amelia Schroeder', 'Kenong Su', 'Michelle Y. Y. Lee', 'Alexander C. Bashore', 'Muredach P. Reilly', 'Mingyao Li']",2022-10-27
Deep learning for terahertz image denoising in nondestructive historical document analysis,"['Computer science', 'Imaging techniques']","['Balaka Dutta', 'Konstantin Root', 'Ingrid Ullmann', 'Fabian Wagner', 'Martin Mayr', 'Mathias Seuret', 'Mareike Thies', 'Daniel Stromer', 'Vincent Christlein', 'Jan Schür', 'Andreas Maier', 'Yixing Huang']",2022-12-29
Using domain knowledge for robust and generalizable deep learning-based CT-free PET attenuation and scatter correction,"['Machine learning', 'Radionuclide imaging']","['Rui Guo', 'Song Xue', 'Jiaxi Hu', 'Hasan Sari', 'Clemens Mingels', 'Konstantinos Zeimpekis', 'George Prenosil', 'Yue Wang', 'Yu Zhang', 'Marco Viscione', 'Raphael Sznitman', 'Axel Rominger', 'Biao Li', 'Kuangyu Shi']",2022-10-06
Arithmetic value representation for hierarchical behavior composition,"['Decision', 'Intelligence', 'Learning algorithms', 'Operant learning', 'Reward']",['Hiroshi Makino'],2022-12-22
Surface roughness prediction of aircraft after coating removal based on optical image and deep learning,"['Aerospace engineering', 'Engineering']","['Qichun Hu', 'Haojun Xu', 'Yipeng Chang']",2022-11-12
Deep learning-derived cardiovascular age shares a genetic basis with other cardiac phenotypes,"['Cardiovascular genetics', 'Genome-wide association studies', 'Machine learning', 'Predictive markers']","['Julian Libiseller-Egger', 'Jody E. Phelan', 'Zachi I. Attia', 'Ernest Diez Benavente', 'Susana Campino', 'Paul A. Friedman', 'Francisco Lopez-Jimenez', 'David A. Leon', 'Taane G. Clark']",2022-12-31
A deep learning approach to infer galaxy cluster masses from Planck Compton-y parameter maps,"['Computational astrophysics', 'Cosmology', 'Galaxies and clusters']","['Daniel de Andres', 'Weiguang Cui', 'Florian Ruppin', 'Marco De Petris', 'Gustavo Yepes', 'Giulia Gianfagna', 'Ichraf Lahouli', 'Gianmarco Aversano', 'Romain Dupuis', 'Mahmoud Jarraya', 'Jesús Vega-Ferrero']",2022-10-17
Detection of mandibular fractures on panoramic radiographs using deep learning,"['Computational science', 'Dentistry', 'Diagnosis', 'Fracture repair', 'Health care']","['Shankeeth Vinayahalingam', 'Niels van Nistelrooij', 'Bram van Ginneken', 'Keno Bressem', 'Daniel Tröltzsch', 'Max Heiland', 'Tabea Flügge', 'Robert Gaudin']",2022-11-15
Hybrid fuzzy deep neural network toward temporal-spatial-frequency features learning of motor imagery signals,"['Cognitive neuroscience', 'Electrical and electronic engineering']","['Maryam Sorkhi', 'Mohammad Reza Jahed-Motlagh', 'Behrouz Minaei-Bidgoli', 'Mohammad Reza Daliri']",2022-12-25
Label-free intraoperative histology of bone tissue via deep-learning-assisted ultraviolet photoacoustic microscopy,"['Imaging techniques', 'Scanning probe microscopy', 'Translational research']","['Rui Cao', 'Scott D. Nelson', 'Samuel Davis', 'Yu Liang', 'Yilin Luo', 'Yide Zhang', 'Brooke Crawford', 'Lihong V. Wang']",2022-09-19
Single-sequence protein structure prediction using a language model and deep learning,"['Computational biophysics', 'Machine learning', 'Protein structure predictions']","['Ratul Chowdhury', 'Nazim Bouatta', 'Surojit Biswas', 'Christina Floristean', 'Anant Kharkar', 'Koushik Roy', 'Charlotte Rochereau', 'Gustaf Ahdritz', 'Joanna Zhang', 'George M. Church', 'Peter K. Sorger', 'Mohammed AlQuraishi']",2022-10-03
Isotropic reconstruction for electron tomography with deep learning,"['Cryoelectron tomography', 'Machine learning', 'Software']","['Yun-Tao Liu', 'Heng Zhang', 'Hui Wang', 'Chang-Lu Tao', 'Guo-Qiang Bi', 'Z. Hong Zhou']",2022-10-29
A memristive deep belief neural network based on silicon synapses,"['Electrical and electronic engineering', 'Electronic devices']","['Wei Wang', 'Loai Danial', 'Yang Li', 'Eric Herbelin', 'Evgeny Pikhay', 'Yakov Roizin', 'Barak Hoffer', 'Zhongrui Wang', 'Shahar Kvatinsky']",2022-12-19
Accelerated rational PROTAC design via deep learning and molecular simulations,"['Computational chemistry', 'Machine learning', 'Virtual drug screening']","['Shuangjia Zheng', 'Youhai Tan', 'Zhenyu Wang', 'Chengtao Li', 'Zhiqing Zhang', 'Xu Sang', 'Hongming Chen', 'Yuedong Yang']",2022-09-15
Opportunistic deep learning powered calcium scoring in oncologic patients with very high coronary artery calcium (≥ 1000) undergoing 18F-FDG PET/CT,"['Cardiology', 'Medical research', 'Oncology']","['Elisabeth Sartoretti', 'Antonio G. Gennari', 'Alexander Maurer', 'Thomas Sartoretti', 'Stephan Skawran', 'Moritz Schwyzer', 'Alexia Rossi', 'Andreas A. Giannopoulos', 'Ronny R. Buechel', 'Catherine Gebhard', 'Martin W. Huellner', 'Michael Messerli']",2022-11-10
Estimating individual treatment effect on disability progression in multiple sclerosis using deep learning,"['Multiple sclerosis', 'Clinical trial design']","['Jean-Pierre R. Falet', 'Joshua Durso-Finley', 'Brennan Nichyporuk', 'Julien Schroeter', 'Francesca Bovis', 'Maria-Pia Sormani', 'Doina Precup', 'Tal Arbel', 'Douglas Lorne Arnold']",2022-09-26
Rationalized deep learning super-resolution microscopy for sustained live imaging of rapid subcellular processes,['Super-resolution microscopy'],"['Chang Qiao', 'Di Li', 'Yong Liu', 'Siwei Zhang', 'Kan Liu', 'Chong Liu', 'Yuting Guo', 'Tao Jiang', 'Chuyu Fang', 'Nan Li', 'Yunmin Zeng', 'Kangmin He', 'Xueliang Zhu', 'Jennifer Lippincott-Schwartz', 'Qionghai Dai', 'Dong Li']",2022-10-06
Electron energy loss spectroscopy database synthesis and automation of core-loss edge recognition by deep-learning neural networks,"['Characterization and analytical techniques', 'Techniques and instrumentation']","['Lingli Kong', 'Zhengran Ji', 'Huolin L. Xin']",2022-12-23
Ultrathin crystalline-silicon-based strain gauges with deep learning algorithms for silent speech interfaces,"['Biomedical engineering', 'Biosensors', 'Electrical and electronic engineering']","['Taemin Kim', 'Yejee Shin', 'Kyowon Kang', 'Kiho Kim', 'Gwanho Kim', 'Yunsu Byeon', 'Hwayeon Kim', 'Yuyan Gao', 'Jeong Ryong Lee', 'Geonhui Son', 'Taeseong Kim', 'Yohan Jun', 'Jihyun Kim', 'Jinyoung Lee', 'Seyun Um', 'Yoohwan Kwon', 'Byung Gwan Son', 'Myeongki Cho', 'Mingyu Sang', 'Jongwoon Shin', 'Kyubeen Kim', 'Jungmin Suh', 'Heekyeong Choi', 'Seokjun Hong', 'Huanyu Cheng', 'Hong-Goo Kang', 'Dosik Hwang', 'Ki Jun Yu']",2022-10-03
Deep learning of cross-species single-cell landscapes identifies conserved regulatory programs underlying cell types,"['Cell biology', 'Computational biology and bioinformatics']","['Jiaqi Li', 'Jingjing Wang', 'Peijing Zhang', 'Renying Wang', 'Yuqing Mei', 'Zhongyi Sun', 'Lijiang Fei', 'Mengmeng Jiang', 'Lifeng Ma', 'Weigao E', 'Haide Chen', 'Xinru Wang', 'Yuting Fu', 'Hanyu Wu', 'Daiyuan Liu', 'Xueyi Wang', 'Jingyu Li', 'Qile Guo', 'Yuan Liao', 'Chengxuan Yu', 'Danmei Jia', 'Jian Wu', 'Shibo He', 'Huanju Liu', 'Jun Ma', 'Kai Lei', 'Jiming Chen', 'Xiaoping Han', 'Guoji Guo']",2022-10-13
Deep embedding and alignment of protein sequences,"['Machine learning', 'Sequence annotation']","['Felipe Llinares-López', 'Quentin Berthet', 'Mathieu Blondel', 'Olivier Teboul', 'Jean-Philippe Vert']",2022-12-15
Dicentric chromosome assay using a deep learning-based automated system,"['Chromosomes', 'Cytogenetics']","['Soo Kyung Jeong', 'Su Jung Oh', 'Song-Hyun Kim', 'Seungsoo Jang', 'Yeong-Rok Kang', 'HyoJin Kim', 'Yong Uk Kye', 'Seong Hun Lee', 'Chang Geun Lee', 'Moon-Taek Park', 'Joong Sun Kim', 'Min Ho Jeong', 'Wol Soon Jo']",2022-12-21
Noise-resilient and high-speed deep learning with coherent silicon photonics,"['Applied optics', 'Computer science']","['G. Mourgias-Alexandris', 'M. Moralis-Pegios', 'A. Tsakyridis', 'S. Simos', 'G. Dabos', 'A. Totovic', 'N. Passalis', 'M. Kirtas', 'T. Rutirawut', 'F. Y. Gardes', 'A. Tefas', 'N. Pleros']",2022-09-23
A preliminary deep learning study on automatic segmentation of contrast-enhanced bolus in videofluorography of swallowing,"['Health care', 'Medical research']","['Yoshiko Ariji', 'Masakazu Gotoh', 'Motoki Fukuda', 'Satoshi Watanabe', 'Toru Nagao', 'Akitoshi Katsumata', 'Eiichiro Ariji']",2022-11-05
Deep learning application of the discrimination of bone marrow aspiration cells in patients with myelodysplastic syndromes,"['Cancer', 'Medical research']","['Nuri Lee', 'Seri Jeong', 'Min-Jeong Park', 'Wonkeun Song']",2022-11-04
Activity-difference training of deep neural networks using memristor crossbars,"['Electrical and electronic engineering', 'Electronic devices', 'Nanoscale devices']","['Su-in Yi', 'Jack D. Kendall', 'R. Stanley Williams', 'Suhas Kumar']",2022-11-21
Predicting childhood and adolescent attention-deficit/hyperactivity disorder onset: a nationwide deep learning approach,"['ADHD', 'Psychiatric disorders']","['Miguel Garcia-Argibay', 'Yanli Zhang-James', 'Samuele Cortese', 'Paul Lichtenstein', 'Henrik Larsson', 'Stephen V. Faraone']",2022-12-19
Evaluation of deep learning models in contactless human motion detection system for next generation healthcare,"['Computer science', 'Quality of life', 'Scientific data']","['Yukai Song', 'William Taylor', 'Yao Ge', 'Muhammad Usman', 'Muhammad Ali Imran', 'Qammer H. Abbasi']",2022-12-14
Fast and scalable search of whole-slide images via self-supervised deep learning,"['Bioinformatics', 'Biomedical engineering', 'Medical imaging', 'Pathology']","['Chengkuan Chen', 'Ming Y. Lu', 'Drew F. K. Williamson', 'Tiffany Y. Chen', 'Andrew J. Schaumberg', 'Faisal Mahmood']",2022-10-10
A deep-learning estimate of the decadal trends in the Southern Ocean carbon storage,"['Carbon cycle', 'Climate and Earth system modelling', 'Marine chemistry', 'Physical oceanography']","['Varvara E. Zemskova', 'Tai-Long He', 'Zirui Wan', 'Nicolas Grisouard']",2022-07-13
Deep-learning-based AI for evaluating estimated nonperfusion areas requiring further examination in ultra-widefield fundus images,"['Machine learning', 'Retinal diseases']","['Satoru Inoda', 'Hidenori Takahashi', 'Hitoshi Yamagata', 'Yoichiro Hisadome', 'Yusuke Kondo', 'Hironobu Tampo', 'Shinichi Sakamoto', 'Yusaku Katada', 'Toshihide Kurihara', 'Hidetoshi Kawashima', 'Yasuo Yanagi']",2022-12-17
ANIMAL-SPOT enables animal-independent signal detection and classification using deep learning,"['Classification and taxonomy', 'Machine learning', 'Software']","['Christian Bergler', 'Simeon Q. Smeele', 'Stephen A. Tyndel', 'Alexander Barnhill', 'Sara T. Ortiz', 'Ammie K. Kalan', 'Rachael Xi Cheng', 'Signe Brinkløv', 'Anna N. Osiecka', 'Jakob Tougaard', 'Freja Jakobsen', 'Magnus Wahlberg', 'Elmar Nöth', 'Andreas Maier', 'Barbara C. Klump']",2022-12-19
Deep-learning framework for fully-automated recognition of TiO2 polymorphs based on Raman spectroscopy,"['Characterization and analytical techniques', 'Computer science', 'Electrical and electronic engineering']","['Abhiroop Bhattacharya', 'Jaime A. Benavides', 'Luis Felipe Gerlein', 'Sylvain G. Cloutier']",2022-12-19
Deep learning-enabled Inference of 3D molecular absorption distribution of biological cells from IR spectra,"['Cheminformatics', 'Imaging techniques', 'Infrared spectroscopy']","['Eirik Almklov Magnussen', 'Boris Zimmermann', 'Uladzislau Blazhko', 'Simona Dzurendova', 'Benjamin Dupuy–Galet', 'Dana Byrtusova', 'Florian Muthreich', 'Valeria Tafintseva', 'Kristian Hovde Liland', 'Kristin Tøndel', 'Volha Shapaval', 'Achim Kohler']",2022-12-22
A deep learning framework for inference of single-trial neural population dynamics from calcium imaging with subframe temporal resolution,"['Dynamical systems', 'Fluorescence imaging', 'Machine learning', 'Neural decoding']","['Feng Zhu', 'Harrison A. Grier', 'Raghav Tandon', 'Changjia Cai', 'Anjali Agarwal', 'Andrea Giovannucci', 'Matthew T. Kaufman', 'Chethan Pandarinath']",2022-11-24
Deep learning image segmentation reveals patterns of UV reflectance evolution in passerine birds,"['Biodiversity', 'Evolutionary ecology', 'Image processing', 'Machine learning', 'Phylogenetics']","['Yichen He', 'Zoë K. Varley', 'Lara O. Nouri', 'Christopher J. A. Moody', 'Michael D. Jardine', 'Steve Maddock', 'Gavin H. Thomas', 'Christopher R. Cooney']",2022-08-29
Attention-based deep learning for breast lesions classification on contrast enhanced spectral mammography: a multicentre study,"['Breast cancer', 'Cancer imaging']","['Ning Mao', 'Haicheng Zhang', 'Yi Dai', 'Qin Li', 'Fan Lin', 'Jing Gao', 'Tiantian Zheng', 'Feng Zhao', 'Haizhu Xie', 'Cong Xu', 'Heng Ma']",2022-12-15
Deep learning for twelve hour precipitation forecasts,"['Atmospheric science', 'Climate and Earth system modelling', 'Computational science', 'Statistics']","['Lasse Espeholt', 'Shreya Agrawal', 'Casper Sønderby', 'Manoj Kumar', 'Jonathan Heek', 'Carla Bromberg', 'Cenk Gazen', 'Rob Carver', 'Marcin Andrychowicz', 'Jason Hickey', 'Aaron Bell', 'Nal Kalchbrenner']",2022-09-01
Predicting multipotency of human adult stem cells derived from various donors through deep learning,"['Machine learning', 'Predictive medicine', 'Stem-cell biotechnology', 'Stem-cell research']","['Hyeonji Kim', 'Keonhyeok Park', 'Jung-Min Yon', 'Sung Won Kim', 'Soo Young Lee', 'Iljoo Jeong', 'Jinah Jang', 'Seungchul Lee', 'Dong-Woo Cho']",2022-12-14
Disentangling multiple scattering with deep learning: application to strain mapping from electron diffraction patterns,"['Structural properties', 'Transmission electron microscopy']","['Joydeep Munshi', 'Alexander Rakowski', 'Benjamin H. Savitzky', 'Steven E. Zeltmann', 'Jim Ciston', 'Matthew Henderson', 'Shreyas Cholia', 'Andrew M. Minor', 'Maria K. Y. Chan', 'Colin Ophus']",2022-12-14
Unconstrained generation of synthetic antibody–antigen structures to guide machine learning methodology for antibody specificity prediction,"['Antibodies', 'Machine learning', 'Software']","['Philippe A. Robert', 'Rahmad Akbar', 'Robert Frank', 'Milena Pavlović', 'Michael Widrich', 'Igor Snapkov', 'Andrei Slabodkin', 'Maria Chernigovskaya', 'Lonneke Scheffer', 'Eva Smorodina', 'Puneet Rawat', 'Brij Bhushan Mehta', 'Mai Ha Vu', 'Ingvild Frøberg Mathisen', 'Aurél Prósz', 'Krzysztof Abram', 'Alex Olar', 'Enkelejda Miho', 'Dag Trygve Tryslew Haug', 'Fridtjof Lund-Johansen', 'Sepp Hochreiter', 'Ingrid Hobæk Haff', 'Günter Klambauer', 'Geir Kjetil Sandve', 'Victor Greiff']",2022-12-19
Self-supervised deep learning encodes high-resolution features of protein subcellular localization,"['Data mining', 'Machine learning']","['Hirofumi Kobayashi', 'Keith C. Cheveralls', 'Manuel D. Leonetti', 'Loic A. Royer']",2022-07-25
Deep learning-based classification for lung opacities in chest x-ray radiographs through batch control and sensitivity regulation,"['Biomedical engineering', 'Medical research']","['I-Yun Chang', 'Teng-Yi Huang']",2022-10-20
