title,subjects,authors,publish-date
PET/CT based cross-modal deep learning signature to predict occult nodal metastasis in lung cancer,"['Predictive markers', 'Risk factors']","['Yifan Zhong', 'Chuang Cai', 'Tao Chen', 'Hao Gui', 'Jiajun Deng', 'Minglei Yang', 'Bentong Yu', 'Yongxiang Song', 'Tingting Wang', 'Xiwen Sun', 'Jingyun Shi', 'Yangchun Chen', 'Dong Xie', 'Chang Chen', 'Yunlang She']",2023-11-18
Development and validation of a deep learning model to predict axial length from ultra-wide field images,"['Predictive markers', 'Refractive errors']","['Yunzhe Wang', 'Ruoyan Wei', 'Danjuan Yang', 'Kaimin Song', 'Yang Shen', 'Lingling Niu', 'Meiyan Li', 'Xingtao Zhou']",2023-12-15
Enabling late-stage drug diversification by high-throughput experimentation with geometric deep learning,"['Automation', 'Chemical engineering', 'Lead optimization', 'Machine learning', 'Synthetic chemistry methodology']","['David F. Nippa', 'Kenneth Atz', 'Remo Hohler', 'Alex T. Müller', 'Andreas Marx', 'Christian Bartelmus', 'Georg Wuitschik', 'Irene Marzuoli', 'Vera Jost', 'Jens Wolfard', 'Martin Binder', 'Antonia F. Stepan', 'David B. Konrad', 'Uwe Grether', 'Rainer E. Martin', 'Gisbert Schneider']",2023-11-23
Functional annotation of enzyme-encoding genes using deep learning with transformer layers,"['Bacterial genomics', 'Enzymes', 'Machine learning', 'Protein function predictions']","['Gi Bae Kim', 'Ji Yeon Kim', 'Jong An Lee', 'Charles J. Norsigian', 'Bernhard O. Palsson', 'Sang Yup Lee']",2023-11-14
Automatic diagnosis of true proximity between the mandibular canal and the third molar on panoramic radiographs using deep learning,"['Computer science', 'Dentistry', 'Diagnosis', 'Medical imaging']","['Kug Jin Jeon', 'Hanseung Choi', 'Chena Lee', 'Sang-Sun Han']",2023-12-12
Identifying keystone species in microbial communities using deep learning,['Microbial ecology'],"['Xu-Wen Wang', 'Zheng Sun', 'Huijue Jia', 'Sebastian Michel-Mata', 'Marco Tulio Angulo', 'Lei Dai', 'Xuesong He', 'Scott T. Weiss', 'Yang-Yu Liu']",2023-11-16
Comprehensive mapping of lunar surface chemistry by adding Chang'e-5 samples with deep learning,"['Geochemistry', 'Volcanology']","['Chen Yang', 'Xinmei Zhang', 'Lorenzo Bruzzone', 'Bin Liu', 'Dawei Liu', 'Xin Ren', 'Jon Atli Benediktsson', 'Yanchun Liang', 'Bo Yang', 'Minghao Yin', 'Haishi Zhao', 'Renchu Guan', 'Chunlai Li', 'Ziyuan Ouyang']",2023-11-20
Large-scale pancreatic cancer detection via non-contrast CT and deep learning,"['Cancer screening', 'Computed tomography', 'Machine learning', 'Pancreatic cancer']","['Kai Cao', 'Yingda Xia', 'Jiawen Yao', 'Xu Han', 'Lukas Lambert', 'Tingting Zhang', 'Wei Tang', 'Gang Jin', 'Hui Jiang', 'Xu Fang', 'Isabella Nogues', 'Xuezhou Li', 'Wenchao Guo', 'Yu Wang', 'Wei Fang', 'Mingyan Qiu', 'Yang Hou', 'Tomas Kovarnik', 'Michal Vocka', 'Yimei Lu', 'Yingli Chen', 'Xin Chen', 'Zaiyi Liu', 'Jian Zhou', 'Chuanmiao Xie', 'Rong Zhang', 'Hong Lu', 'Gregory D. Hager', 'Alan L. Yuille', 'Le Lu', 'Chengwei Shao', 'Yu Shi', 'Qi Zhang', 'Tingbo Liang', 'Ling Zhang', 'Jianping Lu']",2023-11-20
LensAge index as a deep learning-based biological age for self-monitoring the risks of age-related diseases and mortality,"['Imaging', 'Machine learning', 'Risk factors', 'Translational research']","['Ruiyang Li', 'Wenben Chen', 'Mingyuan Li', 'Ruixin Wang', 'Lanqin Zhao', 'Yuanfan Lin', 'Xinwei Chen', 'Yuanjun Shang', 'Xueer Tu', 'Duoru Lin', 'Xiaohang Wu', 'Zhenzhe Lin', 'Andi Xu', 'Xun Wang', 'Dongni Wang', 'Xulin Zhang', 'Meimei Dongye', 'Yunjian Huang', 'Chuan Chen', 'Yi Zhu', 'Chunqiao Liu', 'Youjin Hu', 'Ling Zhao', 'Hong Ouyang', 'Miaoxin Li', 'Xuri Li', 'Haotian Lin']",2023-11-06
"Deep-LASI: deep-learning assisted, single-molecule imaging analysis of multi-color DNA origami structures","['Biological physics', 'Single-molecule biophysics', 'Software']","['Simon Wanninger', 'Pooyeh Asadiatouei', 'Johann Bohlen', 'Clemens-Bässem Salem', 'Philip Tinnefeld', 'Evelyn Ploetz', 'Don C. Lamb']",2023-10-17
Metasurface-empowered snapshot hyperspectral imaging with convex/deep (CODE) small-data learning theory,"['Imaging and sensing', 'Metamaterials', 'Nanophotonics and plasmonics']","['Chia-Hsiang Lin', 'Shih-Hsiu Huang', 'Ting-Hsuan Lin', 'Pin Chieh Wu']",2023-11-01
Deep learning-enabled breast cancer endocrine response determination from H&E staining based on ESR1 signaling activity,"['Breast cancer', 'Cancer genomics', 'Cancer screening']","['Chun Wai Ng', 'Kwong-Kwok Wong']",2023-12-05
Uncovering developmental time and tempo using deep learning,"['Embryogenesis', 'Embryology', 'Imaging', 'Machine learning', 'Zebrafish']","['Nikan Toulany', 'Hernán Morales-Navarrete', 'Daniel Čapek', 'Jannis Grathwohl', 'Murat Ünalan', 'Patrick Müller']",2023-11-23
Analog monolayer SWCNTs-based memristive 2D structure for energy-efficient deep learning in spiking neural networks,"['Engineering', 'Materials science', 'Nanoscience and technology']","['Heba Abunahla', 'Yawar Abbas', 'Anteneh Gebregiorgis', 'Waqas Waheed', 'Baker Mohammad', 'Said Hamdioui', 'Anas Alazzam', 'Moh’d Rezeq']",2023-12-04
Species identification of phlebotomine sandflies using deep learning and wing interferential pattern (WIP),"['Entomology', 'Zoology']","['Arnaud Cannet', 'Camille Simon-Chane', 'Aymeric Histace', 'Mohammad Akhoundi', 'Olivier Romain', 'Marc Souchaud', 'Pierre Jacob', 'Darian Sereno', 'Petr Volf', 'Vit Dvorak', 'Denis Sereno']",2023-12-04
SPACEL: deep learning-based characterization of spatial transcriptome architectures,"['Bioinformatics', 'Computational biology and bioinformatics', 'Computational models', 'Data processing', 'Sequencing']","['Hao Xu', 'Shuyan Wang', 'Minghao Fang', 'Songwen Luo', 'Chunpeng Chen', 'Siyuan Wan', 'Rirui Wang', 'Meifang Tang', 'Tian Xue', 'Bin Li', 'Jun Lin', 'Kun Qu']",2023-11-22
Fetal biometry and amniotic fluid volume assessment end-to-end automation using Deep Learning,"['Diagnosis', 'Machine learning']","['Saad Slimani', 'Salaheddine Hounka', 'Abdelhak Mahmoudi', 'Taha Rehah', 'Dalal Laoudiyi', 'Hanane Saadi', 'Amal Bouziyane', 'Amine Lamrissi', 'Mohamed Jalal', 'Said Bouhya', 'Mustapha Akiki', 'Youssef Bouyakhf', 'Bouabid Badaoui', 'Amina Radgui', 'Musa Mhlanga', 'El Houssine Bouyakhf']",2023-11-03
Calibrated geometric deep learning improves kinase–drug binding predictions,"['Computational models', 'Data integration', 'Machine learning', 'Protein function predictions', 'Virtual drug screening']","['Yunan Luo', 'Yang Liu', 'Jian Peng']",2023-11-06
Realizing a deep reinforcement learning agent for real-time quantum feedback,"['Quantum information', 'Qubits']","['Kevin Reuer', 'Jonas Landgraf', 'Thomas Fösel', 'James O’Sullivan', 'Liberto Beltrán', 'Abdulkadir Akin', 'Graham J. Norris', 'Ants Remm', 'Michael Kerschbaum', 'Jean-Claude Besse', 'Florian Marquardt', 'Andreas Wallraff', 'Christopher Eichler']",2023-11-06
Deep learning at the edge enables real-time streaming ptychographic imaging,"['Electrical and electronic engineering', 'Imaging techniques']","['Anakha V. Babu', 'Tao Zhou', 'Saugat Kandel', 'Tekin Bicer', 'Zhengchun Liu', 'William Judge', 'Daniel J. Ching', 'Yi Jiang', 'Sinisa Veseli', 'Steven Henke', 'Ryan Chard', 'Yudong Yao', 'Ekaterina Sirazitdinova', 'Geetika Gupta', 'Martin V. Holt', 'Ian T. Foster', 'Antonino Miceli', 'Mathew J. Cherukara']",2023-11-03
Mitigating the missing-fragmentation problem in de novo peptide sequencing with a two-stage graph-based deep learning model,"['Machine learning', 'Proteome informatics']","['Zeping Mao', 'Ruixue Zhang', 'Lei Xin', 'Ming Li']",2023-10-19
Deep contrastive learning of molecular conformation for efficient property prediction,"['Chemical engineering', 'Cheminformatics', 'Computational science']","['Yang Jeong Park', 'HyunGi Kim', 'Jeonghee Jo', 'Sungroh Yoon']",2023-12-04
Deep learning of human polyadenylation sites at nucleotide resolution reveals molecular determinants of site usage and relevance in disease,"['Computational models', 'Gene regulation', 'Machine learning']","['Emily Kunce Stroup', 'Zhe Ji']",2023-11-15
"An invertible, invariant crystal representation for inverse design of solid-state materials using generative deep learning","['Computational methods', 'Structure prediction']","['Hang Xiao', 'Rong Li', 'Xiaoyang Shi', 'Yan Chen', 'Liangliang Zhu', 'Xi Chen', 'Lei Wang']",2023-11-02
Deep learning of causal structures in high dimensions under data limitations,"['Computational models', 'Machine learning']","['Kai Lagemann', 'Christian Lagemann', 'Bernd Taschler', 'Sach Mukherjee']",2023-10-26
Predicting discrete-time bifurcations with deep learning,"['Applied mathematics', 'Computational science', 'Ecology', 'Physiology', 'Software']","['Thomas M. Bury', 'Daniel Dylewsky', 'Chris T. Bauch', 'Madhur Anand', 'Leon Glass', 'Alvin Shrier', 'Gil Bub']",2023-10-10
Personal transcriptome variation is poorly explained by current genomic deep learning models,"['Computational biology and bioinformatics', 'Gene expression', 'Genomics']","['Connie Huang', 'Richard W. Shuai', 'Parth Baokar', 'Ryan Chung', 'Ruchir Rastogi', 'Pooja Kathail', 'Nilah M. Ioannidis']",2023-11-30
Self-supervised deep learning for tracking degradation of perovskite light-emitting diodes with multispectral imaging,"['Computer science', 'Lasers, LEDs and light sources', 'Microscopy']","['Kangyu Ji', 'Weizhe Lin', 'Yuqi Sun', 'Lin-Song Cui', 'Javad Shamsi', 'Yu-Hsien Chiang', 'Jiawei Chen', 'Elizabeth M. Tennyson', 'Linjie Dai', 'Qingbiao Li', 'Kyle Frohna', 'Miguel Anaya', 'Neil C. Greenham', 'Samuel D. Stranks']",2023-11-09
Design of prime-editing guide RNAs with deep transfer learning,"['CRISPR-Cas9 genome editing', 'Machine learning', 'Targeted gene repair']","['Feng Liu', 'Shuhong Huang', 'Jiongsong Hu', 'Xiaozhou Chen', 'Ziguo Song', 'Junguo Dong', 'Yao Liu', 'Xingxu Huang', 'Shengqi Wang', 'Xiaolong Wang', 'Wenjie Shu']",2023-10-26
A pharmacophore-guided deep learning approach for bioactive molecular generation,"['Drug discovery and development', 'Machine learning']","['Huimin Zhu', 'Renyi Zhou', 'Dongsheng Cao', 'Jing Tang', 'Min Li']",2023-10-06
Deep learning model for automatic differentiation of EMAP from AMD in macular atrophy,"['Diseases', 'Medical research']","['Maxime Chouraqui', 'Emanuele Crincoli', 'Alexandra Miere', 'Isabelle Anne Meunier', 'Eric H. Souied']",2023-11-21
Cell-free biosynthesis combined with deep learning accelerates de novo-development of antimicrobial peptides,"['Antimicrobials', 'Expression systems', 'Peptides', 'Synthetic biology']","['Amir Pandi', 'David Adam', 'Amir Zare', 'Van Tuan Trinh', 'Stefan L. Schaefer', 'Marie Burt', 'Björn Klabunde', 'Elizaveta Bobkova', 'Manish Kushwaha', 'Yeganeh Foroughijabbari', 'Peter Braun', 'Christoph Spahn', 'Christian Preußer', 'Elke Pogge von Strandmann', 'Helge B. Bode', 'Heiner von Buttlar', 'Wilhelm Bertrams', 'Anna Lena Jung', 'Frank Abendroth', 'Bernd Schmeck', 'Gerhard Hummer', 'Olalla Vázquez', 'Tobias J. Erb']",2023-11-08
Utilizing a novel high-resolution malaria dataset for climate-informed predictions with a deep learning transformer model,"['Climate sciences', 'Computational biology and bioinformatics', 'Computational models', 'Machine learning', 'Malaria']","['Micheal T. Pillay', 'Noboru Minakawa', 'Yoonhee Kim', 'Nyakallo Kgalane', 'Jayanthi V. Ratnam', 'Swadhin K. Behera', 'Masahiro Hashizume', 'Neville Sweijd']",2023-12-28
Neuropathologist-level integrated classification of adult-type diffuse gliomas using deep learning from whole-slide pathological images,"['Cancer imaging', 'CNS cancer', 'Machine learning']","['Weiwei Wang', 'Yuanshen Zhao', 'Lianghong Teng', 'Jing Yan', 'Yang Guo', 'Yuning Qiu', 'Yuchen Ji', 'Bin Yu', 'Dongling Pei', 'Wenchao Duan', 'Minkai Wang', 'Li Wang', 'Jingxian Duan', 'Qiuchang Sun', 'Shengnan Wang', 'Huanli Duan', 'Chen Sun', 'Yu Guo', 'Lin Luo', 'Zhixuan Guo', 'Fangzhan Guan', 'Zilong Wang', 'Aoqi Xing', 'Zhongyi Liu', 'Hongyan Zhang', 'Li Cui', 'Lan Zhang', 'Guozhong Jiang', 'Dongming Yan', 'Xianzhi Liu', 'Hairong Zheng', 'Dong Liang', 'Wencai Li', 'Zhi-Cheng Li', 'Zhenyu Zhang']",2023-10-11
How intra-source imbalanced datasets impact the performance of deep learning for COVID-19 diagnosis using chest X-ray images,"['Image processing', 'Machine learning']","['Zhang Zhang', 'Xiaoyong Zhang', 'Kei Ichiji', 'Ivo Bukovský', 'Noriyasu Homma']",2023-11-03
A novel deep learning model for a computed tomography diagnosis of coronary plaque erosion,"['Acute coronary syndromes', 'Interventional cardiology', 'Translational research', 'Vascular diseases']","['Sangjoon Park', 'Haruhito Yuki', 'Takayuki Niida', 'Keishi Suzuki', 'Daisuke Kinoshita', 'Iris McNulty', 'Alexander Broersen', 'Jouke Dijkstra', 'Hang Lee', 'Tsunekazu Kakuta', 'Jong Chul Ye', 'Ik-Kyung Jang']",2023-12-27
White shark optimizer with optimal deep learning based effective unmanned aerial vehicles communication and scene classification,"['Electrical and electronic engineering', 'Engineering']","['T. Nadana Ravishankar', 'M. Ramprasath', 'A. Daniel', 'Shitharth Selvarajan', 'Priyanga Subbiah', 'Balamurugan Balusamy']",2023-12-27
Exploring the infiltrative and degradative ability of Fusarium oxysporum on polyethylene terephthalate (PET) using correlative microscopy and deep learning,"['Fungi', 'Imaging techniques', 'Pollution remediation']","['Flavio Cognigni', 'Marta Elisabetta Eleonora Temporiti', 'Lidia Nicola', 'Nicolas Gueninchault', 'Solveig Tosi', 'Marco Rossi']",2023-12-27
Detection and classification of brain tumor using hybrid deep learning models,"['Computational neuroscience', 'Development of the nervous system', 'Diseases of the nervous system', 'Health care', 'Medical research', 'Neurology']","['Baiju Babu Vimala', 'Saravanan Srinivasan', 'Sandeep Kumar Mathivanan', 'Mahalakshmi', 'Prabhu Jayagopal', 'Gemmachis Teshite Dalu']",2023-12-27
Meta-reinforcement learning via orbitofrontal cortex,"['Cortex', 'Neural circuits', 'Reward']","['Ryoma Hattori', 'Nathan G. Hedrick', 'Anant Jain', 'Shuqi Chen', 'Hanjia You', 'Mariko Hattori', 'Jun-Hyeok Choi', 'Byung Kook Lim', 'Ryohei Yasuda', 'Takaki Komiyama']",2023-11-13
Deep learning-enabled realistic virtual histology with ultraviolet photoacoustic remote sensing microscopy,"['Breast cancer', 'Cancer imaging', 'Molecular imaging', 'Optical imaging', 'Surgical oncology']","['Matthew T. Martell', 'Nathaniel J. M. Haven', 'Brendyn D. Cikaluk', 'Brendon S. Restall', 'Ewan A. McAlister', 'Rohan Mittal', 'Benjamin A. Adam', 'Nadia Giannakopoulos', 'Lashan Peiris', 'Sveta Silverman', 'Jean Deschenes', 'Xingyu Li', 'Roger J. Zemp']",2023-09-25
Soundscapes and deep learning enable tracking biodiversity recovery in tropical forests,"['Animal behaviour', 'Conservation biology']","['Jörg Müller', 'Oliver Mitesser', 'H. Martin Schaefer', 'Sebastian Seibold', 'Annika Busse', 'Peter Kriegel', 'Dominik Rabl', 'Rudy Gelis', 'Alejandro Arteaga', 'Juan Freile', 'Gabriel Augusto Leite', 'Tomaz Nascimento de Melo', 'Jack LeBien', 'Marconi Campos-Cerqueira', 'Nico Blüthgen', 'Constance J. Tremlett', 'Dennis Böttger', 'Heike Feldhaar', 'Nina Grella', 'Ana Falconí-López', 'David A. Donoso', 'Jerome Moriniere', 'Zuzana Buřivalová']",2023-10-17
Utilizing deep learning via the 3D U-net neural network for the delineation of brain stroke lesions in MRI image,"['Biological techniques', 'Neuroscience']","['Parisa Soleimani', 'Navid Farezi']",2023-11-13
Seismic arrival-time picking on distributed acoustic sensing data using semi-supervised learning,"['Geophysics', 'Seismology']","['Weiqiang Zhu', 'Ettore Biondi', 'Jiaxuan Li', 'Jiuxun Yin', 'Zachary E. Ross', 'Zhongwen Zhan']",2023-12-11
Deep learning-based phenotype imputation on population-scale biobank data increases genetic discoveries,"['Data mining', 'Genome-wide association studies', 'Software']","['Ulzee An', 'Ali Pazokitoroudi', 'Marcus Alvarez', 'Lianyun Huang', 'Silviu Bacanu', 'Andrew J. Schork', 'Kenneth Kendler', 'Päivi Pajukanta', 'Jonathan Flint', 'Noah Zaitlen', 'Na Cai', 'Andy Dahl', 'Sriram Sankararaman']",2023-11-20
Integrating end-to-end learning with deep geometrical potentials for ab initio RNA structure prediction,"['Computational models', 'Machine learning']","['Yang Li', 'Chengxin Zhang', 'Chenjie Feng', 'Robin Pearce', 'P. Lydia Freddolino', 'Yang Zhang']",2023-09-16
D-LMBmap: a fully automated deep-learning pipeline for whole-brain profiling of neural circuitry,"['Imaging', 'Neuroscience']","['Zhongyu Li', 'Zengyi Shang', 'Jingyi Liu', 'Haotian Zhen', 'Entao Zhu', 'Shilin Zhong', 'Robyn N. Sturgess', 'Yitian Zhou', 'Xuemeng Hu', 'Xingyue Zhao', 'Yi Wu', 'Peiqi Li', 'Rui Lin', 'Jing Ren']",2023-09-28
Interpretable neural architecture search and transfer learning for understanding CRISPR–Cas9 off-target enzymatic reactions,"['Biochemical reaction networks', 'Biophysical chemistry', 'Enzyme mechanisms', 'Software', 'Statistical methods']","['Zijun Zhang', 'Adam R. Lamson', 'Michael Shelley', 'Olga Troyanskaya']",2023-12-14
Deep learning and transfer learning identify breast cancer survival subtypes from single-cell imaging data,"['Computational biology and bioinformatics', 'Systems biology']","['Shashank Yadav', 'Shu Zhou', 'Bing He', 'Yuheng Du', 'Lana X. Garmire']",2023-12-19
A deep learning-based stripe self-correction method for stitched microscopic images,"['Biological techniques', 'Biophotonics', 'Software']","['Shu Wang', 'Xiaoxiang Liu', 'Yueying Li', 'Xinquan Sun', 'Qi Li', 'Yinhua She', 'Yixuan Xu', 'Xingxin Huang', 'Ruolan Lin', 'Deyong Kang', 'Xingfu Wang', 'Haohua Tu', 'Wenxi Liu', 'Feng Huang', 'Jianxin Chen']",2023-09-05
Scaffolding cooperation in human groups with deep reinforcement learning,"['Computer science', 'Human behaviour']","['Kevin R. McKee', 'Andrea Tacchetti', 'Michiel A. Bakker', 'Jan Balaguer', 'Lucy Campbell-Gillingham', 'Richard Everett', 'Matthew Botvinick']",2023-09-07
Accurate exclusion of kidney regions affected by susceptibility artifact in blood oxygenation level-dependent (BOLD) images using deep-learning-based segmentation,"['Biomedical engineering', 'Kidney', 'Magnetic resonance imaging']","['Chang Ni', 'Xin Mu', 'Mingyan Wu', 'Yanbin Li', 'Yuyao Zhang', 'Haikun Qi', 'Jeff L. Zhang']",2023-11-06
Deep learning-based prediction of the retinal structural alterations after epiretinal membrane surgery,"['Eye diseases', 'Retinal diseases']","['Joseph Kim', 'Hee Seung Chin']",2023-11-06
Realistic fault detection of li-ion battery via dynamical deep learning,"['Batteries', 'Computer science']","['Jingzhao Zhang', 'Yanan Wang', 'Benben Jiang', 'Haowei He', 'Shaobo Huang', 'Chen Wang', 'Yang Zhang', 'Xuebing Han', 'Dongxu Guo', 'Guannan He', 'Minggao Ouyang']",2023-09-23
Ensemble deep-learning networks for automated osteoarthritis grading in knee X-ray images,"['Computational science', 'Information technology', 'Musculoskeletal system']","['Sun-Woo Pi', 'Byoung-Dai Lee', 'Mu Sook Lee', 'Hae Jeong Lee']",2023-12-21
Deep learning framework for automated goblet cell density analysis in in-vivo rabbit conjunctiva,"['Cellular imaging', 'Eye manifestations', 'Image processing']","['Seunghyun Jang', 'Seonghan Kim', 'Jungbin Lee', 'Wan Jae Choi', 'Chang Ho Yoon', 'Sejung Yang', 'Ki Hean Kim']",2023-12-21
"Physics constrained unsupervised deep learning for rapid, high resolution scanning coherent diffraction reconstruction","['Computational science', 'Materials science', 'Mathematics and computing', 'Physics']","['Oliver Hoidn', 'Aashwin Ananda Mishra', 'Apurva Mehta']",2023-12-21
Prediction of base editor off-targets by deep learning,"['CRISPR-Cas9 genome editing', 'Machine learning']","['Chengdong Zhang', 'Yuan Yang', 'Tao Qi', 'Yuening Zhang', 'Linghui Hou', 'Jingjing Wei', 'Jingcheng Yang', 'Leming Shi', 'Sang-Ging Ong', 'Hongyan Wang', 'Hui Wang', 'Bo Yu', 'Yongming Wang']",2023-09-02
Anthropogenic fingerprints in daily precipitation revealed by deep learning,"['Attribution', 'Projection and prediction']","['Yoo-Geun Ham', 'Jeong-Hwan Kim', 'Seung-Ki Min', 'Daehyun Kim', 'Tim Li', 'Axel Timmermann', 'Malte F. Stuecker']",2023-08-30
Evaluating efficiency and accuracy of deep-learning-based approaches on study selection for psychiatry systematic reviews,"['Predictive markers', 'Psychology', 'Research management']","['Aaron J. Gorelik', 'Mark G. Gorelik', 'Kathryn K. Ridout', 'Akua F. Nimarko', 'Virginia Peisch', 'Shamanth R. Kuramkote', 'Michelle Low', 'Tracy Pan', 'Simirthi Singh', 'Ananya Nrusimha', 'Manpreet K. Singh']",2023-08-31
Predicting multiple linear stapler firings in double stapling technique with an MRI-based deep-learning model,"['Cancer', 'Gastroenterology', 'Medical research']","['Zhanwei Fu', 'Shuchun Li', 'Lu Zang', 'Feng Dong', 'Zhenghao Cai', 'Junjun Ma']",2023-11-02
Determining body height and weight from thoracic and abdominal CT localizers in pediatric and young adult patients using deep learning,"['Diagnostic markers', 'Paediatric research']","['Aydin Demircioğlu', 'Anton S. Quinsten', 'Lale Umutlu', 'Michael Forsting', 'Kai Nassenstein', 'Denise Bos']",2023-11-03
Reply to: Deep reinforced learning heuristic tested on spin-glass ground states: The larger picture,"['Mathematics and computing', 'Statistical physics']","['Changjun Fan', 'Mutian Shen', 'Zohar Nussinov', 'Zhong Liu', 'Yizhou Sun', 'Yang-Yu Liu']",2023-09-14
