title,subjects,authors,publish-date
Personalized deep learning of individual immunopeptidomes to identify neoantigens for cancer vaccines,"['Computational biology and bioinformatics', 'Machine learning', 'Proteome informatics', 'Proteomics']","['Ngoc Hieu Tran', 'Rui Qiao', 'Lei Xin', 'Xin Chen', 'Baozhen Shan', 'Ming Li']",2020-11-16
Automatic classification and segmentation of single-molecule fluorescence time traces with deep learning,"['Machine learning', 'Single-molecule biophysics', 'Software', 'Total internal reflection microscopy']","['Jieming Li', 'Leyou Zhang', 'Alexander Johnson-Buck', 'Nils G. Walter']",2020-11-17
Deep learning-enabled breast cancer hormonal receptor status determination from base-level H&E stains,"['Breast cancer', 'Machine learning']","['Nikhil Naik', 'Ali Madani', 'Andre Esteva', 'Nitish Shirish Keskar', 'Michael F. Press', 'Daniel Ruderman', 'David B. Agus', 'Richard Socher']",2020-11-16
Open resource of clinical data from patients with pneumonia for the prediction of COVID-19 outcomes via deep learning,"['Biological techniques', 'Computational biology and bioinformatics', 'Diseases', 'Health care', 'Microbiology']","['Wanshan Ning', 'Shijun Lei', 'Jingjing Yang', 'Yukun Cao', 'Peiran Jiang', 'Qianqian Yang', 'Jiao Zhang', 'Xiaobei Wang', 'Fenghua Chen', 'Zhi Geng', 'Liang Xiong', 'Hongmei Zhou', 'Yaping Guo', 'Yulan Zeng', 'Heshui Shi', 'Lin Wang', 'Yu Xue', 'Zheng Wang']",2020-11-18
Self-supervised retinal thickness prediction enables deep learning from unlabelled data to boost classification of diabetic retinopathy,"['Information technology', 'Machine learning', 'Three-dimensional imaging']","['Olle G. Holmberg', 'Niklas D. Köhler', 'Thiago Martins', 'Jakob Siedlecki', 'Tina Herold', 'Leonie Keidel', 'Ben Asani', 'Johannes Schiefelbein', 'Siegfried Priglinger', 'Karsten U. Kortuem', 'Fabian J. Theis']",2020-11-09
Deep learning-enabled multi-organ segmentation in whole-body mouse scans,"['Anatomy', 'Image processing', 'Machine learning', 'Software']","['Oliver Schoppe', 'Chenchen Pan', 'Javier Coronel', 'Hongcheng Mai', 'Zhouyi Rong', 'Mihail Ivilinov Todorov', 'Annemarie Müskes', 'Fernando Navarro', 'Hongwei Li', 'Ali Ertürk', 'Bjoern H. Menze']",2020-11-06
Deep transfer learning for reducing health care disparities arising from biomedical data inequality,"['Cancer genomics', 'Cancer prevention', 'Machine learning', 'Medical genomics', 'Outcomes research']","['Yan Gao', 'Yan Cui']",2020-10-12
Detection of eye contact with deep neural networks is as accurate as human experts,"['Computer science', 'Psychology']","['Eunji Chong', 'Elysha Clark-Whitney', 'Audrey Southerland', 'Elizabeth Stubbs', 'Chanel Miller', 'Eliana L. Ajodan', 'Melanie R. Silverman', 'Catherine Lord', 'Agata Rozga', 'Rebecca M. Jones', 'James M. Rehg']",2020-12-14
Deep learning enables structured illumination microscopy with low light levels and enhanced speed,"['Biological fluorescence', 'Data processing']","['Luhong Jin', 'Bei Liu', 'Fenqiang Zhao', 'Stephen Hahn', 'Bowei Dong', 'Ruiyan Song', 'Timothy C. Elston', 'Yingke Xu', 'Klaus M. Hahn']",2020-04-22
An interpretable deep-learning architecture of capsule networks for identifying cell-type gene expression programs from single-cell RNA-sequencing data,"['Gene expression', 'Machine learning', 'RNA sequencing']","['Lifei Wang', 'Rui Nie', 'Zeyang Yu', 'Ruyue Xin', 'Caihong Zheng', 'Zhang Zhang', 'Jiang Zhang', 'Jun Cai']",2020-11-02
Predicting tumour mutational burden from histopathological images using multiscale deep learning,"['Biomarkers', 'Cancer', 'Computational biology and bioinformatics', 'Diseases', 'Immunology']","['Mika S. Jain', 'Tarik F. Massoud']",2020-06-15
A deep-learning system for the assessment of cardiovascular disease risk via the measurement of retinal-vessel calibre,"['Biomarkers', 'Cardiovascular diseases', 'Machine learning', 'Medical imaging']","['Carol Y. Cheung', 'Dejiang Xu', 'Ching-Yu Cheng', 'Charumathi Sabanayagam', 'Yih-Chung Tham', 'Marco Yu', 'Tyler Hyungtaek Rim', 'Chew Yian Chai', 'Bamini Gopinath', 'Paul Mitchell', 'Richie Poulton', 'Terrie E. Moffitt', 'Avshalom Caspi', 'Jason C. Yam', 'Clement C. Tham', 'Jost B. Jonas', 'Ya Xing Wang', 'Su Jeong Song', 'Louise M. Burrell', 'Omar Farouque', 'Ling Jun Li', 'Gavin Tan', 'Daniel S. W. Ting', 'Wynne Hsu', 'Mong Li Lee', 'Tien Y. Wong']",2020-10-12
Detection and classification of intracranial haemorrhage on CT images using a novel deep-learning algorithm,"['Computational biology and bioinformatics', 'Medical research']","['Ji Young Lee', 'Jong Soo Kim', 'Tae Yoon Kim', 'Young Soo Kim']",2020-11-25
A deep-learning approach to realizing functionality in nanoelectronic devices,"['Electrical and electronic engineering', 'Information theory and computation', 'Nanoscale devices', 'Nanoscience and technology']","['Hans-Christian Ruiz Euler', 'Marcus N. Boon', 'Jochem T. Wildeboer', 'Bram van de Ven', 'Tao Chen', 'Hajo Broersma', 'Peter A. Bobbert', 'Wilfred G. van der Wiel']",2020-10-19
Validation of deep learning natural language processing algorithm for keyword extraction from pathology reports in electronic health records,"['Biomedical engineering', 'Data mining', 'Machine learning']","['Yoojoong Kim', 'Jeong Hyeon Lee', 'Sunho Choi', 'Jeong Moon Lee', 'Jong-Ho Kim', 'Junhee Seok', 'Hyung Joon Joo']",2020-11-20
Deep learning to predict elevated pulmonary artery pressure in patients with suspected pulmonary hypertension using standard chest X ray,"['Cardiology', 'Diagnosis', 'Medical imaging']","['Kenya Kusunose', 'Yukina Hirata', 'Takumasa Tsuji', 'Jun’ichi Kotoku', 'Masataka Sata']",2020-11-17
Different scaling of linear models and deep learning in UKBiobank brain images versus machine-learning datasets,"['Genetic databases', 'Neural decoding']","['Marc-Andre Schulz', 'B. T. Thomas Yeo', 'Joshua T. Vogelstein', 'Janaina Mourao-Miranada', 'Jakob N. Kather', 'Konrad Kording', 'Blake Richards', 'Danilo Bzdok']",2020-08-25
Evaluating the informativeness of deep learning annotations for human complex diseases,"['Autoimmune diseases', 'Machine learning', 'Mutagenesis']","['Kushal K. Dey', 'Bryce van de Geijn', 'Samuel Sungil Kim', 'Farhad Hormozdiari', 'David R. Kelley', 'Alkes L. Price']",2020-09-17
Deep learning-assisted comparative analysis of animal trajectories with DeepHL,"['Animal migration', 'Data mining', 'Machine learning']","['Takuya Maekawa', 'Kazuya Ohara', 'Yizhe Zhang', 'Matasaburo Fukutomi', 'Sakiko Matsumoto', 'Kentarou Matsumura', 'Hisashi Shidara', 'Shuhei J. Yamazaki', 'Ryusuke Fujisawa', 'Kaoru Ide', 'Naohisa Nagaya', 'Koji Yamazaki', 'Shinsuke Koike', 'Takahisa Miyatake', 'Koutarou D. Kimura', 'Hiroto Ogawa', 'Susumu Takahashi', 'Ken Yoda']",2020-10-20
A deep learning approach to programmable RNA switches,"['Computational science', 'Machine learning', 'Synthetic biology']","['Nicolaas M. Angenent-Mari', 'Alexander S. Garruss', 'Luis R. Soenksen', 'George Church', 'James J. Collins']",2020-10-07
Deep learning enabled smart mats as a scalable floor monitoring system,"['Devices for energy harvesting', 'Electrical and electronic engineering']","['Qiongfeng Shi', 'Zixuan Zhang', 'Tianyiyi He', 'Zhongda Sun', 'Bingjie Wang', 'Yuqin Feng', 'Xuechuan Shan', 'Budiman Salam', 'Chengkuo Lee']",2020-09-14
Diagnostic accuracy of deep-learning with anomaly detection for a small amount of imbalanced data: discriminating malignant parotid tumors in MRI,"['Cancer', 'Software']","['Hidetoshi Matsuo', 'Mizuho Nishio', 'Tomonori Kanda', 'Yasuyuki Kojita', 'Atsushi K. Kono', 'Masatoshi Hori', 'Masanori Teshima', 'Naoki Otsuki', 'Ken-ichi Nibu', 'Takamichi Murakami']",2020-11-09
Sequence-to-function deep learning frameworks for engineered riboregulators,"['Machine learning', 'Synthetic biology']","['Jacqueline A. Valeri', 'Katherine M. Collins', 'Pradeep Ramesh', 'Miguel A. Alcantar', 'Bianca A. Lepe', 'Timothy K. Lu', 'Diogo M. Camacho']",2020-10-07
A meta-learning approach for genomic survival analysis,"['Cancer genomics', 'Computational models', 'Machine learning']","['Yeping Lina Qiu', 'Hong Zheng', 'Arnout Devos', 'Heather Selby', 'Olivier Gevaert']",2020-12-11
Clinically applicable histopathological diagnosis system for gastric cancer detection using deep learning,"['Gastric cancer', 'Machine learning']","['Zhigang Song', 'Shuangmei Zou', 'Weixun Zhou', 'Yong Huang', 'Liwei Shao', 'Jing Yuan', 'Xiangnan Gou', 'Wei Jin', 'Zhanbo Wang', 'Xin Chen', 'Xiaohui Ding', 'Jinhong Liu', 'Chunkai Yu', 'Calvin Ku', 'Cancheng Liu', 'Zhuo Sun', 'Gang Xu', 'Yuefeng Wang', 'Xiaoqing Zhang', 'Dandan Wang', 'Shuhao Wang', 'Wei Xu', 'Richard C. Davis', 'Huaiyin Shi']",2020-08-27
Feasibility of the deep learning method for estimating the ventilatory threshold with electrocardiography data,"['Cardiovascular diseases', 'Rehabilitation']","['Kotaro Miura', 'Shinichi Goto', 'Yoshinori Katsumata', 'Hidehiko Ikura', 'Yasuyuki Shiraishi', 'Kazuki Sato', 'Keiichi Fukuda']",2020-10-29
Reconstructing lost BOLD signal in individual participants using deep machine learning,"['Computational neuroscience', 'Neural circuits']","['Yuxiang Yan', 'Louisa Dahmani', 'Jianxun Ren', 'Lunhao Shen', 'Xiaolong Peng', 'Ruiqi Wang', 'Changgeng He', 'Changqing Jiang', 'Chen Gong', 'Ye Tian', 'Jianguo Zhang', 'Yi Guo', 'Yuanxiang Lin', 'Shijun Li', 'Meiyun Wang', 'Luming Li', 'Bo Hong', 'Hesheng Liu']",2020-10-07
Deep learning networks reflect cytoarchitectonic features used in brain mapping,"['Anatomy', 'Cells', 'Computational science', 'Imaging', 'Nervous system']","['Kai Kiwitz', 'Christian Schiffer', 'Hannah Spitzer', 'Timo Dickscheid', 'Katrin Amunts']",2020-12-16
Identification of crystal symmetry from noisy diffraction patterns by a shape analysis and deep learning,"['Characterization and analytical techniques', 'Computational methods', 'Imaging techniques']","['Leslie Ching Ow Tiong', 'Jeongrae Kim', 'Sang Soo Han', 'Donghun Kim']",2020-12-17
A novel framework for spatio-temporal prediction of environmental data using deep learning,"['Climate and Earth system modelling', 'Computational science', 'Computer science', 'Projection and prediction', 'Statistics']","['Federico Amato', 'Fabian Guignard', 'Sylvain Robert', 'Mikhail Kanevski']",2020-12-17
Volumetric breast density estimation on MRI using explainable deep learning regression,"['Biomarkers', 'Breast cancer', 'Risk factors']","['Bas H. M. van der Velden', 'Markus H. A. Janse', 'Max A. A. Ragusi', 'Claudette E. Loo', 'Kenneth G. A. Gilhuijs']",2020-10-22
A deep learning system accurately classifies primary and metastatic cancers using passenger mutation patterns,"['Cancer genomics', 'Cancer of unknown primary']","['Wei Jiao', 'Gurnit Atwal', 'Paz Polak', 'Rosa Karlic', 'Edwin Cuppen', 'PCAWG Tumor Subtypes and Clinical Translation Working Group', 'Alexandra Danyi', 'Jeroen de Ridder', 'Carla van Herpen', 'Martijn P. Lolkema', 'Neeltje Steeghs', 'Gad Getz', 'Quaid D. Morris', 'Lincoln D. Stein', 'PCAWG Consortium']",2020-02-05
A machine learning toolkit for genetic engineering attribution to facilitate biosecurity,"['Biotechnology', 'Machine learning', 'Synthetic biology']","['Ethan C. Alley', 'Miles Turpin', 'Andrew Bo Liu', 'Taylor Kulp-McDowall', 'Jacob Swett', 'Rey Edison', 'Stephen E. Von Stetina', 'George M. Church', 'Kevin M. Esvelt']",2020-12-08
Early triage of critically ill COVID-19 patients using deep learning,"['Machine learning', 'Predictive medicine', 'Risk factors', 'Viral infection']","['Wenhua Liang', 'Jianhua Yao', 'Ailan Chen', 'Qingquan Lv', 'Mark Zanin', 'Jun Liu', 'SookSan Wong', 'Yimin Li', 'Jiatao Lu', 'Hengrui Liang', 'Guoqiang Chen', 'Haiyan Guo', 'Jun Guo', 'Rong Zhou', 'Limin Ou', 'Niyun Zhou', 'Hanbo Chen', 'Fan Yang', 'Xiao Han', 'Wenjing Huan', 'Weimin Tang', 'Weijie Guan', 'Zisheng Chen', 'Yi Zhao', 'Ling Sang', 'Yuanda Xu', 'Wei Wang', 'Shiyue Li', 'Ligong Lu', 'Nuofu Zhang', 'Nanshan Zhong', 'Junzhou Huang', 'Jianxing He']",2020-07-15
Fully automated detection and segmentation of intracranial aneurysms in subarachnoid hemorrhage on CTA using deep learning,"['Biomedical engineering', 'Brain', 'Brain imaging', 'Image processing', 'Machine learning']","['Rahil Shahzad', 'Lenhard Pennig', 'Lukas Goertz', 'Frank Thiele', 'Christoph Kabbasch', 'Marc Schlamann', 'Boris Krischek', 'David Maintz', 'Michael Perkuhn', 'Jan Borggrefe']",2020-12-11
Deep learning for genomics using Janggu,"['Computational biology and bioinformatics', 'Computational models', 'Computational platforms and environments', 'Data integration', 'Data processing']","['Wolfgang Kopp', 'Remo Monti', 'Annalaura Tamburrini', 'Uwe Ohler', 'Altuna Akalin']",2020-07-13
High-accuracy prostate cancer pathology using deep learning,"['Diagnostic markers', 'Image processing', 'Prostate cancer']","['Yuri Tolkach', 'Tilmann Dohmgörgen', 'Marieta Toma', 'Glen Kristiansen']",2020-07-13
Elucidation of DNA methylation on N6-adenine with deep learning,"['DNA methylation', 'Machine learning']","['Fei Tan', 'Tian Tian', 'Xiurui Hou', 'Xiang Yu', 'Lei Gu', 'Fernanda Mafra', 'Brian D. Gregory', 'Zhi Wei', 'Hakon Hakonarson']",2020-08-03
Earthquake transformer—an attentive deep-learning model for simultaneous earthquake detection and phase picking,"['Natural hazards', 'Seismology']","['S. Mostafa Mousavi', 'William L. Ellsworth', 'Weiqiang Zhu', 'Lindsay Y. Chuang', 'Gregory C. Beroza']",2020-08-07
A novel deep learning conditional generative adversarial network for producing angiography images from retinal fundus photographs,"['Computer science', 'Image processing', 'Machine learning', 'Software']","['Alireza Tavakkoli', 'Sharif Amit Kamran', 'Khondker Fariha Hossain', 'Stewart Lee Zuckerbrod']",2020-12-09
Deep learning reveals 3D atherosclerotic plaque distribution and composition,"['Cardiovascular biology', 'Computational biology and bioinformatics', 'Image processing']","['Vanessa Isabell Jurtz', 'Grethe Skovbjerg', 'Casper Gravesen Salinas', 'Urmas Roostalu', 'Louise Pedersen', 'Jacob Hecksher-Sørensen', 'Bidda Rolin', 'Michael Nyberg', 'Martijn van de Bunt', 'Camilla Ingvorsen']",2020-12-09
Deep learning prediction of BRAF-RAS gene expression signature identifies noninvasive follicular thyroid neoplasms with papillary-like nuclear features,"['Diagnostic markers', 'Head and neck cancer', 'Pathology', 'Thyroid diseases']","['James M. Dolezal', 'Anna Trzcinska', 'Chih-Yi Liao', 'Sara Kochanny', 'Elizabeth Blair', 'Nishant Agrawal', 'Xavier M. Keutgen', 'Peter Angelos', 'Nicole A. Cipriani', 'Alexander T. Pearson']",2020-12-10
Clustering earthquake signals and background noises in continuous seismic data with unsupervised deep learning,"['Applied mathematics', 'Natural hazards', 'Seismology']","['Léonard Seydoux', 'Randall Balestriero', 'Piero Poli', 'Maarten de Hoop', 'Michel Campillo', 'Richard Baraniuk']",2020-08-07
Integrating spatial gene expression and breast tumour morphology via deep learning,"['Biotechnology', 'Computational biology and bioinformatics']","['Bryan He', 'Ludvig Bergenstråhle', 'Linnea Stenbeck', 'Abubakar Abid', 'Alma Andersson', 'Åke Borg', 'Jonas Maaskola', 'Joakim Lundeberg', 'James Zou']",2020-06-22
Dense anatomical annotation of slit-lamp images improves the performance of deep learning for the diagnosis of ophthalmic disorders,"['Eye diseases', 'Machine learning']","['Wangting Li', 'Yahan Yang', 'Kai Zhang', 'Erping Long', 'Lin He', 'Lei Zhang', 'Yi Zhu', 'Chuan Chen', 'Zhenzhen Liu', 'Xiaohang Wu', 'Dongyuan Yun', 'Jian Lv', 'Yizhi Liu', 'Xiyang Liu', 'Haotian Lin']",2020-06-22
"Predicting porosity, permeability, and tortuosity of porous media from images by deep learning","['Fluid dynamics', 'Hydrology']","['Krzysztof M. Graczyk', 'Maciej Matyka']",2020-12-08
AnOxPePred: using deep learning for the prediction of antioxidative properties of peptides,"['Machine learning', 'Protein function predictions']","['Tobias Hegelund Olsen', 'Betül Yesiltas', 'Frederikke Isa Marin', 'Margarita Pertseva', 'Pedro J. García-Moreno', 'Simon Gregersen', 'Michael Toft Overgaard', 'Charlotte Jacobsen', 'Ole Lund', 'Egon Bech Hansen', 'Paolo Marcatili']",2020-12-08
Deep learning model for classification and bioactivity prediction of essential oil-producing plants from Egypt,"['Biochemistry', 'Computational biology and bioinformatics', 'Plant sciences']","['Noha E. El-Attar', 'Mohamed K. Hassan', 'Othman A. Alghamdi', 'Wael A. Awad']",2020-12-07
Diagnostic evaluation of a deep learning model for optical diagnosis of colorectal cancer,"['Colorectal cancer', 'Gastroenterology', 'Machine learning']","['Dejun Zhou', 'Fei Tian', 'Xiangdong Tian', 'Lin Sun', 'Xianghui Huang', 'Feng Zhao', 'Nan Zhou', 'Zuoyu Chen', 'Qiang Zhang', 'Meng Yang', 'Yichen Yang', 'Xuexi Guo', 'Zhibin Li', 'Jia Liu', 'Jiefu Wang', 'Junfeng Wang', 'Bangmao Wang', 'Guoliang Zhang', 'Baocun Sun', 'Wei Zhang', 'Dalu Kong', 'Kexin Chen', 'Xiangchun Li']",2020-06-11
DeepSTORM3D: dense 3D localization microscopy and PSF design by deep learning,"['Fluorescence imaging', 'Super-resolution microscopy']","['Elias Nehme', 'Daniel Freedman', 'Racheli Gordon', 'Boris Ferdman', 'Lucien E. Weiss', 'Onit Alalouf', 'Tal Naor', 'Reut Orange', 'Tomer Michaeli', 'Yoav Shechtman']",2020-06-15
Deep learning based discrimination of soft tissue profiles requiring orthognathic surgery by facial photographs,"['Dentistry', 'Mathematics and computing', 'Medical imaging']","['Seung Hyun Jeong', 'Jong Pil Yun', 'Han-Gyeol Yeom', 'Hun Jun Lim', 'Jun Lee', 'Bong Chul Kim']",2020-10-01
Transforming machine translation: a deep learning system reaches news translation quality comparable to human professionals,"['Communication', 'Computer science', 'Software']","['Martin Popel', 'Marketa Tomkova', 'Jakub Tomek', 'Łukasz Kaiser', 'Jakob Uszkoreit', 'Ondřej Bojar', 'Zdeněk Žabokrtský']",2020-09-01
Using publicly available satellite imagery and deep learning to understand economic well-being in Africa,"['Computer science', 'Economics']","['Christopher Yeh', 'Anthony Perez', 'Anne Driscoll', 'George Azzari', 'Zhongyi Tang', 'David Lobell', 'Stefano Ermon', 'Marshall Burke']",2020-05-22
Estimating visual field loss from monoscopic optic disc photography using deep learning model,"['Eye diseases', 'Glaucoma']","['Jinho Lee', 'Yong Woo Kim', 'Ahnul Ha', 'Young Kook Kim', 'Ki Ho Park', 'Hyuk Jin Choi', 'Jin Wook Jeoung']",2020-12-03
Early prediction of neoadjuvant chemotherapy response for advanced breast cancer using PET/MRI image deep learning,"['Diagnostic markers', 'Molecular imaging']","['Joon Ho Choi', 'Hyun-Ah Kim', 'Wook Kim', 'Ilhan Lim', 'Inki Lee', 'Byung Hyun Byun', 'Woo Chul Noh', 'Min-Ki Seong', 'Seung-Sook Lee', 'Byung Il Kim', 'Chang Woon Choi', 'Sang Moo Lim', 'Sang-Keun Woo']",2020-12-03
Deep learning enables accurate clustering with batch effect removal in single-cell RNA-seq analysis,"['Machine learning', 'RNA sequencing', 'Software', 'Statistical methods']","['Xiangjie Li', 'Kui Wang', 'Yafei Lyu', 'Huize Pan', 'Jingxiao Zhang', 'Dwight Stambolian', 'Katalin Susztak', 'Muredach P. Reilly', 'Gang Hu', 'Mingyao Li']",2020-05-11
Combining deep learning with 3D stereophotogrammetry for craniosynostosis diagnosis,"['Computational science', 'Medical imaging', 'Paediatrics']","['Guido de Jong', 'Elmar Bijlsma', 'Jene Meulstee', 'Myrte Wennen', 'Erik van Lindert', 'Thomas Maal', 'René Aquarius', 'Hans Delye']",2020-09-18
Unobtrusive detection of Parkinson’s disease from multi-modal and in-the-wild sensor data using deep learning techniques,"['Information technology', ""Parkinson's disease"", 'Statistics']","['Alexandros Papadopoulos', 'Dimitrios Iakovakis', 'Lisa Klingelhoefer', 'Sevasti Bostantjopoulou', 'K. Ray Chaudhuri', 'Konstantinos Kyritsis', 'Stelios Hadjidimitriou', 'Vasileios Charisis', 'Leontios J. Hadjileontiadis', 'Anastasios Delopoulos']",2020-12-07
An improved deep learning model for predicting daily PM2.5 concentration,"['Ecology', 'Environmental sciences']","['Fei Xiao', 'Mei Yang', 'Hong Fan', 'Guanghui Fan', 'Mohammed A. A. Al-qaness']",2020-12-02
Mammographic image classification with deep fusion learning,"['Applied optics', 'Breast cancer', 'X-rays']","['Xiangchun Yu', 'Wei Pang', 'Qing Xu', 'Miaomiao Liang']",2020-09-01
Super resolution microscopy and deep learning identify Zika virus reorganization of the endoplasmic reticulum,"['Endoplasmic reticulum', 'Machine learning', 'Super-resolution microscopy', 'Viral membrane fusion']","['Rory K. M. Long', 'Kathleen P. Moriarty', 'Ben Cardoen', 'Guang Gao', 'A. Wayne Vogl', 'François Jean', 'Ghassan Hamarneh', 'Ivan R. Nabi']",2020-12-01
Automatic detection of non-perfusion areas in diabetic macular edema from fundus fluorescein angiography for decision making using deep learning,"['Eye diseases', 'Image processing', 'Machine learning']","['Kai Jin', 'Xiangji Pan', 'Kun You', 'Jian Wu', 'Zhifang Liu', 'Jing Cao', 'Lixia Lou', 'Yufeng Xu', 'Zhaoan Su', 'Ke Yao', 'Juan Ye']",2020-09-15
A deep learning model to predict RNA-Seq expression of tumours from whole slide images,"['Cancer', 'Machine learning']","['Benoît Schmauch', 'Alberto Romagnoni', 'Elodie Pronier', 'Charlie Saillard', 'Pascale Maillé', 'Julien Calderaro', 'Aurélie Kamoun', 'Meriem Sefta', 'Sylvain Toldo', 'Mikhail Zaslavskiy', 'Thomas Clozel', 'Matahi Moarii', 'Pierre Courtiol', 'Gilles Wainrib']",2020-08-03
Automatic dementia screening and scoring by applying deep learning on clock-drawing tests,"['Image processing', 'Machine learning']","['Shuqing Chen', 'Daniel Stromer', 'Harb Alnasser Alabdalrahim', 'Stefan Schwab', 'Markus Weih', 'Andreas Maier']",2020-11-30
Finding key players in complex networks through deep reinforcement learning,"['Complex networks', 'Computer science']","['Changjun Fan', 'Li Zeng', 'Yizhou Sun', 'Yang-Yu Liu']",2020-05-25
Towards better heartbeat segmentation with deep learning classification,"['Computational models', 'Data acquisition', 'Data processing', 'Machine learning', 'Network topology']","['Pedro Silva', 'Eduardo Luz', 'Guilherme Silva', 'Gladston Moreira', 'Elizabeth Wanner', 'Flavio Vidal', 'David Menotti']",2020-11-26
Deep learning radiomics can predict axillary lymph node status in early-stage breast cancer,"['Breast cancer', 'Cancer imaging', 'Cancer screening', 'Oncology']","['Xueyi Zheng', 'Zhao Yao', 'Yini Huang', 'Yanyan Yu', 'Yun Wang', 'Yubo Liu', 'Rushuang Mao', 'Fei Li', 'Yang Xiao', 'Yuanyuan Wang', 'Yixin Hu', 'Jinhua Yu', 'Jianhua Zhou']",2020-03-06
A deep learning approach in diagnosing fungal keratitis based on corneal photographs,"['Diagnosis', 'Physical examination']","['Ming-Tse Kuo', 'Benny Wei-Yun Hsu', 'Yu-Kai Yin', 'Po-Chiung Fang', 'Hung-Yin Lai', 'Alexander Chen', 'Meng-Shan Yu', 'Vincent S. Tseng']",2020-09-02
Quantifying drug tissue biodistribution by integrating high content screening with deep-learning analysis,"['Imaging', 'Pharmacodynamics']","['Zhuyin Li', 'Youping Xiao', 'Jia Peng', 'Darren Locke', 'Derek Holmes', 'Lei Li', 'Shannon Hamilton', 'Erica Cook', 'Larnie Myer', 'Dana Vanderwall', 'Normand Cloutier', 'Akbar M. Siddiqui', 'Paul Whitehead', 'Richard Bishop', 'Lei Zhao', 'Mary Ellen Cvijic']",2020-09-01
Large-scale DNA-based phenotypic recording and deep learning enable highly accurate sequence-function mapping,"['Computer modelling', 'Gene expression analysis', 'Synthetic biology']","['Simon Höllerer', 'Laetitia Papaxanthos', 'Anja Cathrin Gumpinger', 'Katrin Fischer', 'Christian Beisel', 'Karsten Borgwardt', 'Yaakov Benenson', 'Markus Jeschek']",2020-07-15
